,SMILES,tpsa,num_five_six_membered_rings,QED,SAS,Task
0,COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccccc3)c2n1,108.05,3,0.6506538712560775,2.339181031715091,3.0
1,CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,105.47,3,0.656911600305928,2.409337099318533,3.0
2,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,117.07999999999998,2,0.6795202371176087,2.580519079246928,3.0
3,CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,102.82,3,0.6640331402124737,2.44503831389343,3.0
4,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12,106.49,3,0.6544987502307386,2.643883796747197,23.0
5,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)CCN2,101.63,2,0.8042726833951755,2.7197585564983786,66.07
6,Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1,103.27,3,0.7161808644494797,2.637661961838022,3.0
7,Cc1nn(-c2ccccc2)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N,116.88,3,0.6779970964662655,2.320353698508818,3.0
8,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,115.04,3,0.6844280382261074,2.1708134618224264,10.0
9,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,115.04,3,0.7304758360713424,2.0281656327724065,4.17
10,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,110.51,3,0.6718919402305561,2.3664623138934324,5.0
11,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,115.27,3,0.7414814883691502,2.71423979699701,3.0
12,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,106.39,2,0.6512093777839975,2.1273377534178284,56.0
13,COCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,116.67,2,0.6710766843361331,2.203124869127679,20.0
14,CN(C)CCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,110.68,2,0.7098664015683189,2.2672943424515566,9.0
15,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,105.51,2,0.8533555071280714,2.211310994437476,3.0
