SMILES,tpsa,num_five_six_membered_rings,QED,SAS,Task
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,89.27,2,0.7898834049027826,2.1087382455242256,78.01
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,89.27,2,0.7898834049027826,2.1087382455242256,84.0
O=C(/C=C/c1ccccc1Cl)Nc1ccc2c(c1)C(=O)NC2=O,75.27000000000001,3,0.6724198080498108,2.1583852167608164,90.52
CC(O)(C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)C(F)(F)F,95.94,2,0.8087905300719249,2.689034215247551,84.9
CC(O)(C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)C(F)(F)F,95.94,2,0.8087905300719249,2.689034215247551,62.94
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,63.60000000000001,2,0.8513366731464941,1.8304618187252188,98.81
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,98.22,2,0.8241959038664723,2.187682929916562,98.47
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,98.22,2,0.8241959038664723,2.187682929916562,91.28
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,98.22,2,0.8241959038664723,2.187682929916562,86.59
CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,61.96,2,0.8430567790571498,2.406403973110315,98.61
CSCCC(NC(=O)c1cnccn1)c1nc2ccccc2[nH]1,83.56,3,0.7268327831824803,2.8425108117462354,60.22
Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1,92.93,3,0.7072470380982704,2.760083268938386,96.5
CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,90.58,3,0.8273639658142304,2.4113687826029544,99.16
CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,90.58,3,0.8273639658142304,2.4113687826029544,92.48
