SMILES,tpsa,num_five_six_membered_rings,QED,SAS,Task
O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,117.07999999999998,2,0.6795202371176087,2.580519079246928,3.0
N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12,106.49000000000001,3,0.6544987502307386,2.643883796747197,69.0
Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1,103.27,3,0.7161808644494797,2.637661961838022,74.13
Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,110.50999999999999,3,0.6718919402305561,2.3664623138934324,3.0
Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,110.50999999999999,3,0.6718919402305561,2.3664623138934324,7.9
CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,102.82,3,0.6640331402124737,2.4450383138934306,14.3
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,115.27,3,0.7414814883691502,2.71423979699701,20.0
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(O)cc(C(F)(F)F)c1,103.79,3,0.6744983319441944,2.487836291121697,29.51
Cc1nn(-c2ccccc2)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N,116.88,3,0.6779970964662655,2.320353698508818,21.47
Cc1nn(-c2ccccc2)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N,116.88,3,0.6779970964662655,2.320353698508818,3.0
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,115.04,3,0.6844280382261074,2.1708134618224264,20.89
CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,115.04,3,0.7304758360713424,2.0281656327724065,19.05
COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,106.39000000000001,2,0.6512093777839975,2.1273377534178284,91.0
