,SMILES,tpsa,num_five_six_membered_rings,QED,SAS,Task
0,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,85.08,2,0.8064259489968827,1.8296223510713252,3.0
1,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,83.60000000000001,3,0.8020452564276275,2.116757011032909,6.31
2,CSc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,80.0,2,0.7941237763059726,2.7453325374518838,11.48
3,O=C(NCc1ccccc1)c1cc(-c2ccco2)on1,68.27000000000001,3,0.7895796046593564,1.9580709453262488,70.79
4,CCOC(=O)CN(c1ccccc1C)S(=O)(=O)c1ccc(Cl)cc1,63.68,2,0.7338198115225302,1.946023713080926,94.0
5,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,64.63000000000001,3,0.8022175642079523,2.7586129493300326,19.5
6,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,75.11,3,0.7587478666172752,2.209161949237592,5.0
7,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,67.50999999999999,3,0.7476258148419598,2.6265332580943763,5.25
8,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,69.68,3,0.6812402562999569,1.9259095310437024,104.71
9,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1,71.64000000000001,3,0.702620882246446,2.4108241505861763,4.0
10,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,63.24,2,0.8511357740865603,2.1136144427133363,46.77
11,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,87.15,3,0.6807975728957816,2.11587355191522,5.0
12,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,77.92000000000002,3,0.7214224440887169,2.800609018081609,3.0
13,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,81.92999999999999,3,0.7938203610626237,2.3745130274117034,7.08
14,Nc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1,90.71,3,0.6596208353547044,2.7733490371496803,21.88
15,COc1ccc(-c2ccnc(N)n2)cc1,61.03,2,0.8033896120003595,1.734754585709105,41.0
16,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,85.60000000000001,3,0.7423035685970406,2.3231246140573774,3.0
17,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,76.37,3,0.7478226517701653,2.290494448846326,3.0
18,Cc1ccc2c(c1)c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,76.37,3,0.7492067730274069,2.2652455800680453,7.0
19,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,81.39999999999999,3,0.6786134146458529,2.999947239404156,14.13
20,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,81.39999999999999,3,0.6786134146458529,2.999947239404156,11.48
21,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,60.85000000000001,3,0.748089454676801,2.693583377055969,3.0
22,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,70.08,3,0.6950070323094384,2.640234246514691,3.0
23,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,70.08,3,0.666487254697167,2.974015959690087,3.0
24,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,60.85000000000001,3,0.7510480738263606,2.638840412703248,3.0
25,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,70.08,3,0.6950070323094384,2.686111169591616,7.0
26,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,70.08,3,0.7241965681318152,2.644490290470735,3.0
27,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,70.08,3,0.7506812688883188,2.572596697881485,3.0
28,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,70.08,3,0.6950070323094384,2.6806963344267807,3.0
29,O=C(Nc1nc2c(=O)[nH]cnc2s1)c1ccccc1,87.74,3,0.7418561826067137,2.270420412055985,3.0
30,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,77.17,3,0.7080583492223408,2.4052012361766426,26.33
31,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,79.37,2,0.7588319874569852,2.1389429601644245,12.59
32,CCCC(=O)Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,68.02000000000001,3,0.7798111716460945,2.171903576966976,150.0
33,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1,65.12,3,0.6885051514587277,2.0155673132307133,10.0
34,O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1,65.12,3,0.6885051514587277,1.9563783022417027,10.72
35,CCC(=O)NC(c1cccs1)c1cc(Cl)c2cccnc2c1O,62.22,3,0.7411244777976403,2.900261068745264,21.38
36,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,83.21,2,0.9084929504991408,2.3244625879559866,3.0
37,NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,84.22,3,0.8111197147209138,2.528239347389695,27.54
38,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,60.45,3,0.7505518362057357,1.858235851561256,150.0
39,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,90.65,3,0.8620783249551718,2.426754603901875,3.0
40,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1,66.48,3,0.8723107441227395,2.3172939934704786,150.0
41,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,87.15,2,0.6622977546977548,2.1608646209734843,5.0
42,O=C(CC1CCCCCC1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12,63.13,3,0.8073711634784134,2.837346851647352,3.0
43,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,94.46,1,0.6983027847900736,2.769546418758349,3.0
44,CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,96.85,2,0.7370910027969673,2.908192175767635,24.0
45,N#Cc1ccc(Nc2nccc(NC3CC3)n2)cc1,73.63,2,0.8734713215862009,2.1566830693986425,45.0
46,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,98.22,2,0.8241959038664723,2.187682929916562,3.0
47,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,60.45,2,0.7046383457729449,2.351227566386738,5.0
48,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,85.94,3,0.7312289576743858,2.3545475834596434,6.17
49,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccccc1,85.84,3,0.692565162753355,2.112570596632158,32.36
50,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,96.85,3,0.8673826582965244,2.346031951236231,8.5
51,O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1,83.91,3,0.735520487640841,2.1878153343413373,3.0
52,Cc1ccccc1Nc1nc(N)nc(C)c1Br,63.83,2,0.8922608402575031,2.176819445997676,150.0
53,CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,74.85,3,0.7739499015320777,2.3018991813625806,3.0
54,Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,71.77,3,0.6719816601639295,1.9021704555777124,3.0
55,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,89.85,3,0.6792120860908981,2.118506483737626,35.0
56,Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1,92.93,3,0.7072470380982704,2.760083268938386,97.72
57,NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,98.21,2,0.7928561058447279,2.599678038469033,45.0
58,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1,79.54,3,0.7542966545666218,1.8549993198271224,4.17
59,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,61.69,2,0.847697894583369,2.807837956019064,7.94
60,COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC,68.3,3,0.6614809816824287,2.4429745297844434,112.2
61,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1cccnc1,98.73,3,0.6854112097671337,2.2957090581706208,7.76
62,Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,69.97,3,0.8309196205448278,2.8806060715403827,14.13
63,O=C(NCc1ccccc1)c1ccc2cccnc2c1O,62.22,3,0.7740537786642271,1.791219156371639,49.0
64,CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,70.87,3,0.7863530388905058,2.532785216760816,71.0
65,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,64.60000000000001,3,0.7491216315809984,2.213975714506857,150.0
66,COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,67.87,3,0.7438052004998361,2.772524356404803,150.0
67,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1,72.2,2,0.9313696362636116,1.913875092478854,3.0
68,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,98.22,2,0.804736706639606,2.0519507062268083,3.0
69,CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,76.96,3,0.7744055359994843,2.46096908462315,3.0
70,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,86.19000000000001,3,0.7553148452346293,2.556333763358449,3.0
71,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,76.96,3,0.7577045962396671,2.442392897973834,3.0
72,N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O,91.79,2,0.7687468083224372,2.476739244579102,3.0
73,O=C(NCc1cccnc1)c1cc(-c2ccco2)on1,81.16000000000001,3,0.7852466629119814,2.175436786264971,13.8
74,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1,62.7,2,0.8537233655985714,2.8661257489018883,3.0
75,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1,79.03,2,0.9016630180234092,2.243166502914992,3.0
76,CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,93.09,3,0.7208739407279879,2.1323057802961145,14.0
77,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)nc1,71.09,2,0.8417696656728677,2.111857097472093,3.0
78,N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,85.59,3,0.6775257668732013,2.7705914023000826,4.0
79,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,87.9,3,0.7309221232301405,2.646291938822385,21.0
80,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,97.97,3,0.7675049207830676,1.8621390736731325,3.0
81,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,67.00999999999999,2,0.8327124144827058,2.391192801557525,34.67
82,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,63.690000000000005,3,0.7744470553578818,2.413930536931112,3.0
83,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,63.690000000000005,3,0.7891005916351845,2.5413494823940894,3.0
84,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,63.690000000000005,3,0.7973633816844287,2.5879226919431613,23.5
85,COc1nc(Cl)c(Cl)nc1NS(=O)(=O)c1ccc(Cl)s1,81.18,2,0.8876547262539292,2.699226051801695,10.0
86,COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,81.18,2,0.876358629831526,2.6741513103884227,3.0
87,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,64.55000000000001,3,0.6943616403938635,2.1604448967492638,150.0
88,O=C(O)CSCC(=O)Nc1nc(-c2ccc(F)cc2)cs1,79.28999999999999,2,0.8530717558670626,2.0337776491153505,3.0
89,O=C(O)CSCC(=O)Nc1nc(-c2ccccc2)cs1,79.28999999999999,2,0.8571370985782789,1.9551846213023687,17.78
90,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,61.07,3,0.6628702331009906,2.0234958751327863,33.11
91,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl,83.71000000000001,3,0.6803193095708988,2.950708350054658,6.31
92,Nc1nc(Nc2ccc(F)c(Cl)c2)c2nc[nH]c2n1,92.51,3,0.669520447130342,2.5822822768578515,15.0
93,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,92.51,3,0.6760193658720186,2.5795669052818564,16.0
94,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,60.91,3,0.7588553239134157,2.294986650143864,3.0
95,COc1ccc(-c2ccc3nc(N)sc3c2)cn1,61.03,3,0.7663714886728639,2.168642349068838,7.76
96,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,80.75999999999999,3,0.8907271016500786,2.821386933407256,8.91
97,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1,87.15,2,0.7147464902593781,2.0399848089508694,3.0
98,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,90.92000000000002,3,0.7611537462796245,2.189232306365069,18.2
99,Cc1cc(C)nc(SCC(=O)Nc2cc(C)on2)n1,80.91000000000001,2,0.6812315847051038,2.2394239798089863,150.0
100,Cc1noc(C)c1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,98.23,3,0.749867002658679,2.359735517113098,60.26
101,O=C(Nc1ccccc1)c1ccc2cccc(O)c2n1,62.22,3,0.7468046291398981,1.7776409943304277,150.0
102,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,64.11,3,0.6955902630270911,2.067094996854431,150.0
103,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,63.33,3,0.7711850955719793,1.9136923475713736,3.0
104,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,65.2,2,0.8445712183265353,2.3786481030837443,3.0
105,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,69.68,3,0.6901054721063855,1.9077721156841747,43.5
106,COc1ccc(Cc2c(N)n[nH]c2N)cc1,89.95,2,0.7210070011634854,2.2512284753483325,5.37
107,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1,78.00999999999999,2,0.7235153195669828,2.439388180922037,12.0
108,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,91.14,3,0.7461736235697172,2.533071745722319,5.0
