SMILES,tpsa,num_five_six_membered_rings,QED,SAS,Task
CC(=O)NC(=O)c1ccccc1O,66.4,1,0.6653676060669003,1.7498094203384973,1.952
CC(=O)Nc1ccc(C)c(NS(=O)(=O)C(F)(F)F)c1,75.27000000000001,1,0.89767088714415,2.0961757881085052,2.06
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,70.59,1,0.697114394276545,2.2929709493551194,1.887
Cc1ccccc1S(N)(=O)=O,60.160000000000004,1,0.6737401345200019,1.6585043150770709,1.546
Cc1ccccc1OCC(O)COC(N)=O,81.78,1,0.777206008912831,2.4281921057082503,2.331
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],98.31,1,0.6532328870611303,2.919038999043835,2.072
CCC(O)(COC(N)=O)c1ccccc1,72.55000000000001,1,0.7863727651512109,2.7333671465713056,2.537
CCCCC(CC)COC(=O)c1ccccc1C(=O)O,63.60000000000001,1,0.735324214511175,2.3827629222548534,2.317
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,75.27000000000001,1,0.8008194430489943,1.7859212344691517,2.036
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,86.71000000000001,1,0.6872080861142701,2.4148750357485387,1.223
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,74.68,1,0.8330157421148819,1.8544426086828896,2.251
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,75.27000000000001,1,0.8794576573550539,1.7986649095997524,2.11
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,67.59,1,0.7437763293597593,2.2049593851350267,2.8
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,67.59,1,0.7558132464087878,2.114523487699131,2.602
CCNC(=O)C(C)OC(=O)Nc1ccccc1,67.42999999999999,1,0.8366206479559343,2.1635215349203083,1.332
CCOC(=O)NS(=O)(=O)c1ccc(Cl)cc1,72.47,1,0.9021349993574383,1.787797133666757,2.841
CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,82.06,1,0.6690837095020231,2.0209687418021414,2.103
CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)cc1,78.9,1,0.7204963187020315,2.3168851426195403,4.789
CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,69.67,1,0.7730034288406709,2.848775806606069,5.541
C=CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,75.27000000000001,1,0.8175079552224678,2.0414331370245016,2.138
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,70.67,1,0.873976219787011,2.1278127474959376,1.969
CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,75.27,1,0.8380175375468973,1.9126495742494303,2.273
CNC(=O)Oc1ccc(NC(=O)OC)c(C(C)C)c1,76.66000000000001,1,0.8814511617885955,2.1827376313073223,3.994
CNC(=O)Oc1cc(C)c(NC(=O)O)c(C)c1,87.66000000000001,1,0.7358933452671278,2.2435865818405567,3.526
CNC(=O)Oc1cc(C(C)C)c(OC(=O)NC)cc1C,76.66,1,0.8917231246041407,2.4931004107760515,3.67
CNC(=O)Oc1ccc(CC#N)cc1,62.12,1,0.7676334753603606,2.0672947868755696,2.571
CNC(=O)Oc1ccc(CCC#N)cc1,62.12,1,0.816919296580916,2.0863957561665547,2.518
COC(=O)NS(=O)(=O)c1ccc(N)cc1,98.49,1,0.7124255981070364,1.9608361957269924,2.061
COc1cc(C#N)ccc1OP(=S)(OC)OC,60.71000000000001,1,0.7679209656608745,2.6921722674592843,2.004
COc1ccccc1OCC(O)COC(N)=O,91.00999999999999,1,0.757667099994584,2.374849194494775,2.262
COCC(=O)N(C)C(=O)Oc1ccccc1OC(C)C,65.07000000000001,1,0.8263733754125644,2.287531180006823,3.604
COP(=O)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,78.9,1,0.7743831539060761,2.5719682901490355,3.992
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,61.830000000000005,1,0.7777177780525886,2.739751268872439,3.395
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,65.07000000000001,1,0.7436638196665123,2.504026174293747,4.065
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,87.85,1,0.8224165364258141,2.5296081203020933,3.269
NC(=O)NC(=O)Cc1ccccc1,72.19,1,0.6885995439708613,1.5505051346242098,2.047
NC(=O)OCC(O)COc1ccc(Cl)cc1,81.78000000000002,1,0.8160595704353588,2.3833557420718847,2.59
Nc1cc(Cl)cc(C(=O)O)c1Cl,63.32000000000001,1,0.6923332593166821,2.118985730142329,1.77
NCC(CC(=O)O)c1ccc(Cl)cc1,63.32000000000001,1,0.8026316327602356,2.3814925634940884,3.168
O=C(O)c1cccc(C(=O)O)c1,74.6,1,0.688908808436835,1.4114771383309161,1.203
O=P(O)(O)OC(=CCl)c1ccc(Cl)cc1Cl,66.76,1,0.6606260764293329,2.9359297940296507,4.368
Nc1c(Cl)cc(Cl)cc1C(=O)O,63.32000000000001,1,0.6923332593166821,1.9805152586783095,1.699
CC(C)(C)c1cc(CCC(=O)NCCN)cc(C(C)(C)C)c1O,75.35000000000001,1,0.7804515041095522,2.334072849896911,2.313
CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,67.43,1,0.8411442073564644,2.3965080204475946,3.781
CCS(=O)(=O)Nc1c(C)cc(OC(=O)NC)cc1C,84.5,1,0.88331926331635,2.3854338666014403,2.565
CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,75.43,1,0.7554809835512851,2.327379849068837,2.832
CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,72.47,1,0.6584063576927807,2.535879065688224,3.3680000000000003
COc1cc(OC)cc(OCC(O)CO)c1,68.15,1,0.7389288525619191,2.372171825987971,2.036
CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1,74.68,1,0.7903414026708532,2.267721600906677,1.435
COc1ccc(O)c(C(N)=O)c1,72.55000000000001,1,0.6731832999494635,1.6789848306386066,1.944
CN(Cc1ccc(Cl)cc1Cl)S(N)(=O)=O,63.4,1,0.9059349434269033,2.3089331188039175,2.059
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,66.56,1,0.720239222897486,2.740646393142102,4.435
CCOc1ccc(NC(N)=O)cc1,64.35,1,0.7411654495143487,1.4659705192395958,1.751
O=C(O)CCCNS(=O)(=O)c1cccc(C(F)(F)F)c1,83.47,1,0.785391144992899,1.9630853164364304,1.379
CC(=O)OCC(COc1ccccc1)OC(C)=O,61.830000000000005,1,0.7188799067206958,2.35924711229589,1.682
CC(C)C(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,75.63,1,0.8446484615103462,2.270380840185979,2.63
CC(=O)c1ccc(O)c(C(N)=O)c1,80.38999999999999,1,0.6552985702736521,1.816283641411541,2.023
